Price,Age,Rooms,Bedroom,Latitude,Longitude,Distance_coast,Address,Bathroom,Landsize
87500.0,52.0,1170,235.0,37.82,-122.28,3585.76569534236,,,
83100.0,52.0,945,243.0,37.82,-122.28,3585.76569534236,,,
87500.0,52.0,1238,288.0,37.82,-122.28,3585.76569534236,,,
85300.0,52.0,1489,335.0,37.82,-122.28,3585.76569534236,,,
80300.0,52.0,1387,341.0,37.82,-122.28,3585.76569534236,,,
60000.0,2.0,158,43.0,37.82,-122.29,3340.66007838528,,,
75700.0,52.0,1121,211.0,37.83,-122.29,4442.14980901594,,,
75000.0,49.0,135,29.0,37.82,-122.29,3340.66007838528,,,
86100.0,50.0,760,190.0,37.81,-122.29,2249.48592561738,,,
76100.0,52.0,1224,237.0,37.81,-122.3,2214.98605591486,,,
73500.0,48.0,828,182.0,37.81,-122.3,2214.98605591486,,,
78400.0,52.0,1010,209.0,37.81,-122.3,2214.98605591486,,,
84400.0,48.0,1455,354.0,37.81,-122.3,2214.98605591486,,,
81300.0,52.0,1027,244.0,37.8,-122.29,1197.17435507093,,,
85000.0,52.0,572,109.0,37.81,-122.3,2214.98605591486,,,
129200.0,46.0,2801,644.0,37.81,-122.29,2249.48592561738,,,
82500.0,26.0,768,152.0,37.81,-122.29,2249.48592561738,,,
95200.0,46.0,935,297.0,37.81,-122.29,2249.48592561738,,,
75000.0,49.0,844,204.0,37.81,-122.29,2249.48592561738,,,
67500.0,46.0,12,4.0,37.81,-122.29,2249.48592561738,,,
137500.0,20.0,835,161.0,37.81,-122.29,2249.48592561738,,,
177500.0,17.0,1237,462.0,37.81,-122.28,2599.63896101145,,,
102100.0,36.0,2914,562.0,37.81,-122.28,2599.63896101145,,,
108300.0,19.0,1207,243.0,37.81,-122.28,2599.63896101145,,,
112500.0,23.0,1745,374.0,37.81,-122.29,2249.48592561738,,,
131300.0,38.0,684,176.0,37.8,-122.28,1769.57399830806,,,
162500.0,17.0,924,289.0,37.81,-122.28,2599.63896101145,,,
112500.0,52.0,210,56.0,37.81,-122.27,3162.27301203445,,,
112500.0,52.0,340,97.0,37.81,-122.28,2599.63896101145,,,
137500.0,52.0,386,164.0,37.81,-122.28,2599.63896101145,,,
118800.0,35.0,948,184.0,37.81,-122.28,2599.63896101145,,,
98200.0,52.0,773,143.0,37.81,-122.28,2599.63896101145,,,
118800.0,40.0,880,451.0,37.81,-122.27,3162.27301203445,,,
162500.0,10.0,875,348.0,37.81,-122.27,3162.27301203445,,,
137500.0,10.0,105,42.0,37.8,-122.27,2524.61461566918,,,
500001.0,52.0,249,78.0,37.8,-122.27,2524.61461566918,,,
162500.0,16.0,994,392.0,37.8,-122.27,2524.61461566918,,,
137500.0,52.0,215,87.0,37.8,-122.28,1769.57399830806,,,
162500.0,52.0,96,31.0,37.8,-122.28,1769.57399830806,,,
187500.0,27.0,1055,347.0,37.79,-122.27,2284.78654341632,,,
179200.0,39.0,1715,623.0,37.8,-122.27,2524.61461566918,,,
130000.0,36.0,5329,2477.0,37.8,-122.26,3340.67161897622,,,
183800.0,31.0,4596,1331.0,37.82,-122.26,4569.92738545906,,,
125000.0,29.0,335,107.0,37.81,-122.26,3845.2217774209,,,
170000.0,22.0,3682,1270.0,37.82,-122.26,4569.92738545906,,,
193100.0,37.0,3633,1085.0,37.82,-122.26,4569.92738545906,,,
257800.0,29.0,4656,1414.0,37.81,-122.25,4595.14987977277,,,
273400.0,28.0,5806,1603.0,37.81,-122.25,4595.14987977277,,,
237500.0,39.0,854,242.0,37.81,-122.25,4595.14987977277,,,
350000.0,52.0,2155,701.0,37.81,-122.25,4595.14987977277,,,
335700.0,34.0,5871,1914.0,37.81,-122.26,3845.2217774209,,,
313400.0,52.0,1509,225.0,37.82,-122.24,5923.30723562356,,,
268500.0,52.0,2026,482.0,37.81,-122.24,5384.14210717744,,,
259400.0,52.0,1758,460.0,37.81,-122.25,4595.14987977277,,,
275700.0,52.0,3481,751.0,37.82,-122.24,5923.30723562356,,,
225000.0,28.0,3337,855.0,37.82,-122.25,5216.61298549131,,,
262500.0,52.0,1424,289.0,37.82,-122.25,5216.61298549131,,,
218500.0,32.0,3809,1098.0,37.82,-122.25,5216.61298549131,,,
255000.0,26.0,3959,1196.0,37.82,-122.25,5216.61298549131,,,
224100.0,52.0,2376,559.0,37.83,-122.25,5981.93628131735,,,
243100.0,35.0,1613,428.0,37.83,-122.25,5981.93628131735,,,
231600.0,52.0,1279,287.0,37.83,-122.25,5981.93628131735,,,
218500.0,28.0,5022,1750.0,37.83,-122.25,5981.93628131735,,,
234100.0,52.0,4190,1105.0,37.83,-122.25,5981.93628131735,,,
327600.0,50.0,2515,399.0,37.84,-122.23,8006.9337455887,,,
347600.0,47.0,3175,454.0,37.84,-122.23,8006.9337455887,,,
366100.0,41.0,2576,406.0,37.83,-122.24,6607.19402132895,,,
335000.0,37.0,334,54.0,37.85,-122.24,8259.08510932293,,,
373600.0,52.0,2800,411.0,37.85,-122.23,8810.49828547664,,,
389500.0,52.0,3529,574.0,37.84,-122.24,7395.76357883113,,,
391100.0,52.0,2612,365.0,37.85,-122.24,8259.08510932293,,,
337300.0,28.0,5287,1048.0,37.85,-122.22,9411.71336422041,,,
295200.0,50.0,2935,473.0,37.84,-122.22,8664.17575344934,,,
292300.0,44.0,3424,597.0,37.84,-122.21,9357.78709042734,,,
411500.0,40.0,4991,674.0,37.83,-122.21,8748.16138905638,,,
311500.0,30.0,2211,346.0,37.84,-122.2,10080.2629475809,,,
325900.0,34.0,3038,490.0,37.84,-122.21,9357.78709042734,,,
392600.0,18.0,1617,210.0,37.84,-122.19,10825.8259229329,,,
319300.0,35.0,2865,460.0,37.84,-122.2,10080.2629475809,,,
333300.0,34.0,5065,788.0,37.83,-122.21,8748.16138905638,,,
335200.0,28.0,1326,184.0,37.83,-122.19,10303.6241568699,,,
351200.0,26.0,1589,223.0,37.83,-122.2,9517.12943476246,,,
368900.0,29.0,1791,271.0,37.83,-122.19,10303.6241568699,,,
365900.0,32.0,1835,264.0,37.82,-122.19,9879.4582441999,,,
366700.0,37.0,1229,181.0,37.82,-122.2,9056.08442765898,,,
362800.0,39.0,3770,534.0,37.82,-122.2,9056.08442765898,,,
483300.0,30.0,292,38.0,37.81,-122.18,9430.44816519297,,,
331400.0,52.0,2375,333.0,37.82,-122.21,8244.10925029415,,,
323500.0,45.0,2964,436.0,37.81,-122.2,8713.34829677824,,,
216700.0,50.0,2833,605.0,37.8,-122.21,7632.42688548035,,,
233100.0,38.0,2254,535.0,37.8,-122.21,7632.42688548035,,,
296400.0,52.0,1389,212.0,37.81,-122.21,7865.95246331904,,,
273700.0,52.0,1971,335.0,37.81,-122.22,7026.22866235321,,,
227700.0,52.0,2183,465.0,37.8,-122.22,6763.64753654356,,,
199600.0,52.0,2286,464.0,37.8,-122.22,6763.64753654356,,,
239800.0,52.0,2721,541.0,37.8,-122.22,6763.64753654356,,,
270100.0,52.0,2024,339.0,37.81,-122.22,7026.22866235321,,,
302100.0,52.0,2944,536.0,37.81,-122.22,7026.22866235321,,,
269500.0,52.0,2033,486.0,37.8,-122.23,5897.79929046248,,,
314700.0,52.0,1433,229.0,37.81,-122.23,6197.29633514239,,,
390100.0,52.0,2927,402.0,37.81,-122.22,7026.22866235321,,,
410300.0,52.0,2315,292.0,37.81,-122.23,6197.29633514239,,,
352400.0,52.0,2485,313.0,37.81,-122.24,5384.14210717744,,,
287300.0,52.0,1490,238.0,37.81,-122.24,5384.14210717744,,,
348700.0,52.0,2814,365.0,37.81,-122.23,6197.29633514239,,,
243800.0,52.0,2093,550.0,37.81,-122.24,5384.14210717744,,,
211500.0,52.0,888,168.0,37.8,-122.24,5036.39411717906,,,
218400.0,52.0,2087,510.0,37.8,-122.25,4182.1783564641,,,
269900.0,52.0,2513,502.0,37.81,-122.24,5384.14210717744,,,
218800.0,46.0,3232,835.0,37.81,-122.25,4595.14987977277,,,
225000.0,42.0,4120,1065.0,37.8,-122.25,4182.1783564641,,,
250000.0,43.0,2364,792.0,37.8,-122.25,4182.1783564641,,,
171400.0,41.0,1471,469.0,37.8,-122.25,4182.1783564641,,,
193800.0,29.0,2468,864.0,37.8,-122.25,4182.1783564641,,,
125000.0,27.0,1632,492.0,37.79,-122.24,4920.81365501877,,,
97500.0,45.0,1786,526.0,37.79,-122.25,4042.11469450141,,,
125000.0,50.0,629,188.0,37.79,-122.25,4042.11469450141,,,
138800.0,52.0,1339,391.0,37.79,-122.25,4042.11469450141,,,
116700.0,36.0,1678,606.0,37.8,-122.25,4182.1783564641,,,
151800.0,43.0,2344,647.0,37.8,-122.25,4182.1783564641,,,
127000.0,52.0,996,228.0,37.8,-122.24,5036.39411717906,,,
128600.0,52.0,1591,373.0,37.8,-122.24,5036.39411717906,,,
140600.0,52.0,1586,398.0,37.8,-122.24,5036.39411717906,,,
182700.0,47.0,2046,588.0,37.8,-122.24,5036.39411717906,,,
146900.0,52.0,1192,289.0,37.8,-122.23,5897.79929046248,,,
122800.0,52.0,1803,420.0,37.8,-122.24,5036.39411717906,,,
169300.0,49.0,2838,749.0,37.8,-122.24,5036.39411717906,,,
126600.0,52.0,783,184.0,37.8,-122.23,5897.79929046248,,,
127900.0,51.0,1590,414.0,37.8,-122.23,5897.79929046248,,,
123500.0,50.0,1746,480.0,37.8,-122.23,5897.79929046248,,,
111900.0,52.0,1252,299.0,37.8,-122.23,5897.79929046248,,,
112800.0,43.0,5963,1344.0,37.79,-122.23,5799.52176777353,,,
107900.0,52.0,1783,395.0,37.79,-122.23,5799.52176777353,,,
137500.0,30.0,999,264.0,37.79,-122.23,5799.52176777353,,,
105500.0,39.0,1469,431.0,37.79,-122.24,4920.81365501877,,,
95500.0,47.0,1372,395.0,37.79,-122.24,4920.81365501877,,,
116100.0,52.0,674,180.0,37.79,-122.24,4920.81365501877,,,
112200.0,43.0,1626,376.0,37.79,-122.24,4920.81365501877,,,
75000.0,51.0,175,43.0,37.79,-122.25,4042.11469450141,,,
112500.0,39.0,461,129.0,37.79,-122.25,4042.11469450141,,,
125000.0,52.0,902,237.0,37.79,-122.25,4042.11469450141,,,
115000.0,20.0,2373,779.0,37.8,-122.26,3340.67161897622,,,
95000.0,52.0,391,128.0,37.77,-122.22,4226.27769924116,,,
96400.0,52.0,1137,301.0,37.77,-122.22,4226.27769924116,,,
72000.0,52.0,769,206.0,37.77,-122.23,4276.79661607913,,,
71300.0,52.0,472,146.0,37.78,-122.23,5377.37195161567,,,
80800.0,52.0,862,215.0,37.78,-122.23,5377.37195161567,,,
128800.0,50.0,1920,530.0,37.78,-122.22,5337.28592845899,,,
112500.0,43.0,1420,472.0,37.78,-122.23,5377.37195161567,,,
119400.0,52.0,986,258.0,37.78,-122.23,5377.37195161567,,,
118100.0,44.0,2340,825.0,37.78,-122.23,5377.37195161567,,,
122500.0,48.0,1696,396.0,37.79,-122.23,5799.52176777353,,,
106300.0,49.0,1175,217.0,37.79,-122.23,5799.52176777353,,,
132500.0,37.0,2343,574.0,37.79,-122.22,6448.61855862843,,,
122700.0,30.0,610,145.0,37.79,-122.23,5799.52176777353,,,
113300.0,40.0,930,199.0,37.79,-122.23,5799.52176777353,,,
109500.0,44.0,1487,314.0,37.79,-122.22,6448.61855862843,,,
164700.0,52.0,3424,690.0,37.79,-122.22,6448.61855862843,,,
125000.0,52.0,762,190.0,37.79,-122.21,6534.58334406559,,,
124700.0,46.0,2366,575.0,37.79,-122.22,6448.61855862843,,,
136700.0,49.0,1826,450.0,37.79,-122.22,6448.61855862843,,,
141700.0,38.0,3049,711.0,37.79,-122.22,6448.61855862843,,,
150000.0,29.0,1640,376.0,37.79,-122.2,6735.16337844539,,,
138800.0,47.0,1543,307.0,37.79,-122.21,6534.58334406559,,,
139200.0,34.0,2364,557.0,37.79,-122.21,6534.58334406559,,,
143800.0,35.0,1745,409.0,37.79,-122.21,6534.58334406559,,,
156500.0,39.0,2003,500.0,37.8,-122.21,7632.42688548035,,,
151000.0,39.0,2018,447.0,37.8,-122.21,7632.42688548035,,,
273000.0,43.0,3045,499.0,37.8,-122.2,7805.94883659466,,,
217100.0,52.0,1547,293.0,37.8,-122.2,7805.94883659466,,,
187100.0,52.0,3519,711.0,37.8,-122.21,7632.42688548035,,,
239600.0,41.0,2070,354.0,37.8,-122.2,7805.94883659466,,,
229700.0,48.0,1321,263.0,37.8,-122.21,7632.42688548035,,,
257300.0,48.0,1694,259.0,37.8,-122.19,8070.90220385803,,,
246900.0,46.0,1938,341.0,37.8,-122.19,8070.90220385803,,,
179900.0,50.0,968,195.0,37.79,-122.19,7040.56958247757,,,
169600.0,40.0,1060,256.0,37.79,-122.2,6735.16337844539,,,
203300.0,46.0,2041,405.0,37.8,-122.2,7805.94883659466,,,
263400.0,52.0,1813,271.0,37.8,-122.19,8070.90220385803,,,
231800.0,45.0,2718,451.0,37.79,-122.19,7040.56958247757,,,
140500.0,28.0,3144,761.0,37.79,-122.19,7040.56958247757,,,
126000.0,35.0,1802,459.0,37.79,-122.2,6735.16337844539,,,
122000.0,49.0,882,195.0,37.79,-122.2,6735.16337844539,,,
134700.0,44.0,1621,452.0,37.79,-122.2,6735.16337844539,,,
139400.0,45.0,2115,533.0,37.79,-122.21,6534.58334406559,,,
115400.0,45.0,2021,528.0,37.79,-122.2,6735.16337844539,,,
137300.0,46.0,2239,508.0,37.78,-122.21,5440.85197516609,,,
137000.0,52.0,1477,300.0,37.78,-122.21,5440.85197516609,,,
142600.0,52.0,1056,224.0,37.78,-122.21,5440.85197516609,,,
137500.0,49.0,898,244.0,37.78,-122.21,5440.85197516609,,,
111700.0,44.0,2968,710.0,37.78,-122.22,5337.28592845899,,,
126800.0,43.0,1702,460.0,37.78,-122.21,5440.85197516609,,,
111300.0,47.0,881,248.0,37.78,-122.21,5440.85197516609,,,
114800.0,40.0,494,114.0,37.77,-122.22,4226.27769924116,,,
102300.0,50.0,1776,473.0,37.78,-122.22,5337.28592845899,,,
131900.0,44.0,1678,514.0,37.78,-122.22,5337.28592845899,,,
119100.0,51.0,1637,463.0,37.78,-122.22,5337.28592845899,,,
80600.0,52.0,1420,314.0,37.76,-122.21,3290.23382793124,,,
80600.0,52.0,591,173.0,37.77,-122.21,4356.35435538161,,,
88800.0,52.0,745,153.0,37.77,-122.21,4356.35435538161,,,
102400.0,49.0,2272,498.0,37.77,-122.2,4651.90170986027,,,
98700.0,46.0,1234,375.0,37.77,-122.21,4356.35435538161,,,
100000.0,43.0,1017,328.0,37.77,-122.21,4356.35435538161,,,
92300.0,42.0,932,254.0,37.77,-122.19,5084.14416655728,,,
94800.0,39.0,2689,597.0,37.77,-122.2,4651.90170986027,,,
102000.0,41.0,1547,415.0,37.77,-122.2,4651.90170986027,,,
158400.0,52.0,2300,443.0,37.78,-122.2,5680.21799703996,,,
121600.0,39.0,1752,399.0,37.78,-122.2,5680.21799703996,,,
129100.0,50.0,1867,403.0,37.78,-122.2,5680.21799703996,,,
121400.0,43.0,2430,502.0,37.77,-122.2,4651.90170986027,,,
102800.0,44.0,1729,414.0,37.78,-122.21,5440.85197516609,,,
160000.0,52.0,1026,180.0,37.78,-122.19,6039.25822319236,,,
143900.0,52.0,2170,428.0,37.77,-122.19,5084.14416655728,,,
151200.0,52.0,2329,445.0,37.77,-122.19,5084.14416655728,,,
164400.0,52.0,2492,415.0,37.78,-122.19,6039.25822319236,,,
156500.0,52.0,2198,397.0,37.78,-122.19,6039.25822319236,,,
225000.0,33.0,142,31.0,37.78,-122.18,6498.16592163785,,,
174200.0,49.0,1183,205.0,37.78,-122.19,6039.25822319236,,,
166900.0,52.0,1070,193.0,37.78,-122.19,6039.25822319236,,,
163500.0,45.0,1766,332.0,37.78,-122.2,5680.21799703996,,,
253000.0,39.0,617,95.0,37.79,-122.18,7437.90040042022,,,
240700.0,41.0,1411,233.0,37.79,-122.18,7437.90040042022,,,
208100.0,46.0,2109,387.0,37.79,-122.18,7437.90040042022,,,
198100.0,47.0,1229,243.0,37.79,-122.19,7040.56958247757,,,
172800.0,50.0,954,217.0,37.79,-122.19,7040.56958247757,,,
336700.0,37.0,1643,262.0,37.81,-122.18,9430.44816519297,,,
318200.0,34.0,1355,195.0,37.8,-122.18,8419.70465338958,,,
285800.0,23.0,2317,336.0,37.8,-122.18,8419.70465338958,,,
293000.0,24.0,2459,317.0,37.77,-122.13,9141.32382318979,,,
371000.0,22.0,12842,2048.0,37.79,-122.16,8453.66729628656,,,
157300.0,42.0,1524,260.0,37.78,-122.17,7037.4311935817,,,
135300.0,30.0,3326,746.0,37.77,-122.17,6237.23375316198,,,
136700.0,43.0,1985,440.0,37.78,-122.18,6498.16592163785,,,
160700.0,50.0,1642,322.0,37.78,-122.18,6498.16592163785,,,
140600.0,49.0,893,177.0,37.78,-122.17,7037.4311935817,,,
144000.0,52.0,653,128.0,37.78,-122.17,7037.4311935817,,,
161900.0,47.0,1256,217.0,37.77,-122.16,6910.08794008082,,,
156300.0,48.0,977,194.0,37.77,-122.16,6910.08794008082,,,
176000.0,45.0,2324,397.0,37.77,-122.16,6910.08794008082,,,
145800.0,39.0,1583,349.0,37.77,-122.16,6910.08794008082,,,
141900.0,39.0,1612,342.0,37.77,-122.17,6237.23375316198,,,
90700.0,31.0,2424,533.0,37.77,-122.17,6237.23375316198,,,
90600.0,41.0,1594,367.0,37.76,-122.17,5545.59229413325,,,
107900.0,47.0,2118,413.0,37.76,-122.17,5545.59229413325,,,
107000.0,37.0,1575,358.0,37.76,-122.18,4842.76186584122,,,
98200.0,38.0,1764,397.0,37.76,-122.17,5545.59229413325,,,
89500.0,50.0,1187,261.0,37.76,-122.18,4842.76186584122,,,
93800.0,52.0,754,175.0,37.76,-122.18,4842.76186584122,,,
96700.0,49.0,2308,452.0,37.76,-122.18,4842.76186584122,,,
97500.0,27.0,909,236.0,37.77,-122.18,5621.63858550477,,,
97300.0,42.0,1180,257.0,37.77,-122.18,5621.63858550477,,,
91200.0,43.0,2018,408.0,37.76,-122.18,4842.76186584122,,,
91400.0,49.0,1368,282.0,37.76,-122.19,4206.81186951674,,,
96200.0,52.0,2744,547.0,37.77,-122.18,5621.63858550477,,,
120100.0,51.0,2107,471.0,37.77,-122.18,5621.63858550477,,,
100000.0,52.0,1748,362.0,37.77,-122.18,5621.63858550477,,,
94700.0,52.0,2024,391.0,37.76,-122.19,4206.81186951674,,,
85700.0,47.0,1116,259.0,37.76,-122.2,3672.65092368411,,,
89300.0,41.0,2036,510.0,37.77,-122.19,5084.14416655728,,,
101400.0,45.0,1852,393.0,37.77,-122.19,5084.14416655728,,,
72500.0,41.0,921,207.0,37.76,-122.19,4206.81186951674,,,
74100.0,45.0,995,238.0,37.76,-122.19,4206.81186951674,,,
70000.0,36.0,606,132.0,37.75,-122.2,2794.53079443136,,,
84600.0,37.0,2680,736.0,37.76,-122.2,3672.65092368411,,,
81800.0,38.0,1493,370.0,37.76,-122.19,4206.81186951674,,,
81400.0,19.0,2207,565.0,37.75,-122.19,3466.82455338022,,,
81800.0,28.0,856,189.0,37.75,-122.19,3466.82455338022,,,
85800.0,26.0,1293,297.0,37.76,-122.19,4206.81186951674,,,
87100.0,36.0,847,212.0,37.74,-122.19,2968.72717533484,,,
83500.0,42.0,541,154.0,37.74,-122.18,3817.06338467697,,,
79700.0,44.0,1066,253.0,37.73,-122.19,2842.65224367346,,,
83400.0,43.0,707,147.0,37.74,-122.19,2968.72717533484,,,
84700.0,45.0,1528,291.0,37.73,-122.19,2842.65224367346,,,
80000.0,42.0,909,215.0,37.73,-122.18,3719.95714663777,,,
76400.0,43.0,1391,293.0,37.73,-122.18,3719.95714663777,,,
79700.0,44.0,548,119.0,37.73,-122.18,3719.95714663777,,,
82400.0,42.0,4074,874.0,37.73,-122.18,3719.95714663777,,,
97700.0,41.0,1613,445.0,37.74,-122.17,4676.87904879678,,,
97200.0,47.0,463,134.0,37.74,-122.17,4676.87904879678,,,
101600.0,43.0,818,193.0,37.74,-122.17,4676.87904879678,,,
86500.0,43.0,1473,371.0,37.73,-122.17,4598.07485587451,,,
90500.0,35.0,504,126.0,37.74,-122.18,3817.06338467697,,,
107600.0,46.0,1026,226.0,37.74,-122.17,4676.87904879678,,,
84200.0,46.0,769,183.0,37.74,-122.17,4676.87904879678,,,
88900.0,46.0,2103,391.0,37.74,-122.18,3817.06338467697,,,
80700.0,45.0,330,76.0,37.75,-122.18,4216.008379354,,,
87100.0,46.0,941,218.0,37.75,-122.18,4216.008379354,,,
85100.0,38.0,992,279.0,37.75,-122.17,5007.69056631056,,,
82000.0,45.0,990,261.0,37.75,-122.18,4216.008379354,,,
82800.0,36.0,1126,263.0,37.75,-122.19,3466.82455338022,,,
84600.0,43.0,1036,233.0,37.75,-122.18,4216.008379354,,,
82100.0,36.0,1047,214.0,37.75,-122.18,4216.008379354,,,
89300.0,33.0,1280,307.0,37.76,-122.17,5545.59229413325,,,
98300.0,43.0,1587,320.0,37.75,-122.17,5007.69056631056,,,
92300.0,41.0,1257,271.0,37.75,-122.17,5007.69056631056,,,
88800.0,44.0,1218,248.0,37.75,-122.17,5007.69056631056,,,
90000.0,48.0,1751,390.0,37.75,-122.17,5007.69056631056,,,
95500.0,45.0,2299,514.0,37.76,-122.16,6292.93415130794,,,
91700.0,38.0,2457,624.0,37.75,-122.16,5824.56752557681,,,
100400.0,47.0,998,211.0,37.75,-122.17,5007.69056631056,,,
94800.0,40.0,1685,343.0,37.76,-122.17,5545.59229413325,,,
164300.0,46.0,1827,307.0,37.76,-122.16,6292.93415130794,,,
155500.0,36.0,2781,574.0,37.76,-122.16,6292.93415130794,,,
196900.0,39.0,1823,286.0,37.76,-122.15,7070.68747775061,,,
279100.0,27.0,2229,365.0,37.77,-122.14,8371.36032204598,,,
252800.0,34.0,1513,231.0,37.76,-122.14,7869.84099586147,,,
275400.0,26.0,3266,491.0,37.76,-122.13,8684.48891833852,,,
250000.0,33.0,1809,261.0,37.75,-122.12,9207.81797024002,,,
329800.0,28.0,794,111.0,37.75,-122.12,9207.81797024002,,,
195500.0,36.0,690,105.0,37.75,-122.14,7500.7987734176,,,
255900.0,33.0,1334,200.0,37.75,-122.14,7500.7987734176,,,
311100.0,30.0,414,54.0,37.75,-122.13,8351.63189512344,,,
330000.0,36.0,768,93.0,37.75,-122.13,8351.63189512344,,,
248900.0,41.0,4400,666.0,37.74,-122.13,8157.94237887882,,,
142900.0,46.0,954,161.0,37.75,-122.16,5824.56752557681,,,
126300.0,40.0,1445,256.0,37.75,-122.15,6657.37130630304,,,
135800.0,44.0,1938,399.0,37.75,-122.15,6657.37130630304,,,
130600.0,41.0,856,178.0,37.74,-122.15,6412.44302392282,,,
107900.0,24.0,1790,454.0,37.75,-122.16,5824.56752557681,,,
111100.0,44.0,617,131.0,37.75,-122.16,5824.56752557681,,,
122000.0,43.0,1383,275.0,37.74,-122.15,6412.44302392282,,,
118000.0,49.0,1325,277.0,37.74,-122.15,6412.44302392282,,,
95200.0,40.0,1227,294.0,37.75,-122.16,5824.56752557681,,,
94300.0,35.0,667,140.0,37.75,-122.16,5824.56752557681,,,
92500.0,34.0,1223,281.0,37.74,-122.17,4676.87904879678,,,
91800.0,37.0,1379,287.0,37.75,-122.17,5007.69056631056,,,
109400.0,43.0,1534,300.0,37.74,-122.16,5542.83458363706,,,
129500.0,46.0,1029,181.0,37.74,-122.16,5542.83458363706,,,
143400.0,52.0,771,147.0,37.74,-122.16,5542.83458363706,,,
98200.0,47.0,824,223.0,37.74,-122.16,5542.83458363706,,,
103100.0,44.0,1097,239.0,37.74,-122.16,5542.83458363706,,,
276800.0,49.0,1283,238.0,37.9,-122.29,3830.76867328488,,,
270900.0,52.0,1604,263.0,37.9,-122.29,3830.76867328488,,,
246200.0,52.0,2248,422.0,37.89,-122.29,3881.67633904786,,,
